title,year,url,text_to_analyze
Музей современного искусства «Гараж» впервые примет участие в Московской международной выставке «Путешествия и туризм»,2016,https://garagemca.org/news/2016-03-23-garage-s-first-time-participating-in-the-moscow-international-travel-tourism-exhibition-mitt,"Музей современного искусства «Гараж» станет участником выставки MITT 2016, которая пройдет c 23 по 26 марта в ЦВК «Экспоцентр», где все желающие смогут познакомиться с деятельностью Музея. Рады сообщить, что на протяжении трех дней работы выставки сотрудники Музея «Гараж», опираясь на знания и опыт лучших искусствоведов и кураторов, проведут посетителей в мир искусства и расскажут, как сделать его понятнее и ближе. На стенде Музея «Гараж» гостей ждут ежедневные бесплатные консультации по всем вопросам организации музейного досуга, а также обширной выставочной, образовательной, экскурсионной, научной и издательской деятельности, проводимой Музеем «Гараж». Посетители также смогут увидеть кадры видеохроники об открытии нового здания Музея «Гараж» 12 июня 2015 года в Парке Горького. Музей современного искусства «Гараж» — это место, где встречаются люди, идеи и искусство, чтобы создавать историю. Приглашаем посетить стенд Музея на выставке MITT 2016. Для посещения выставки получите бесплатный электронный билет на сайте организаторов."
Книги издательской программы Музея современного искусства «Гараж» будут представлены на Лондонской книжной ярмарке — 2016,2016,https://garagemca.org/news/2016-04-07-garage-publishing-to-take-part-in-the-45th-london-book-fair,"Музей «Гараж» впервые станет участником Лондонской книжной ярмарки, которая откроется 12 апреля в столице Великобритании. С 12 по 14 апреля в Лондоне, в старейшем выставочном центре «Олимпия», состоится 45-я международная книжная ярмарка The London Book Fair 2016, важнейшее событие мировой книжной индустрии, собирающее тысячи профессионалов: издателей, литературных агентов, библиотекарей, книгораспространителей и переводчиков. Организаторы российского стенда — Президентский центр Б. Н. Ельцина и Институт перевода представят 500 наименований книг — новинок российского книгоиздания ведущих российских издательств, включая книги программы «Гаража». На выставке будут представлены более 30 изданий Музея, среди которых книги на английском языке, каталоги выставок, публикации совместной издательской программы Музея «Гараж» и Ad Marginem. Впервые в этом году увидят свет книги нового направления издательской программы Музея — комплексные исследования современного искусства на английском языке, подготовленные командой «Гаража» на основе обширного архива Музея. На Лондонской книжной ярмарке посетители смогут ознакомиться с книгой, ставшей первым академическим исследованием современного российского искусства с 1986 по 1996 год Exhibit Russia: The New International Decade 1986–1996, а также с каталогом выставки Grammar of Freedom / Five Lessons: Works from the Arteast 2000+ Collection. В ближайших планах «Гаража» — публикация книг по истории развития современного искусства, и в частности галерейных пространств в Москве в 1990-е годы (Access Moscow), а также серия книг о художниках, создавших проекты специально для Музея в рамках программы Garage Atrium Commissions. 14 апреля на ярмарке шеф-редактор Рут Эддисон выступит с презентацией «Архивная коллекция. Создавая историю российского современного искусства». По окончании выставки книги издательской программы Музея «Гараж» будут переданы в дар представительству Федерального агентства по международному гуманитарному сотрудничеству (Россотрудничество) в Великобритании. С полной программой мероприятия можно ознакомиться на сайте http://www.londonbookfair.co.uk/."
Специальная акция для участников Архитектурных прогулок Музея «Гараж»,2016,https://garagemca.org/news/2016-04-18-special-offer-for-participants-of-architecture-walking-tours,"Музей «Гараж» рад предложить уникальную возможность всем любителям прогулок. Участники Архитектурных прогулок Музея «Гараж» теперь получают скидку 50% на входной билет в Музей*. В этом году на Архитектурной прогулке вас ждет захватывающий квест по зданиям «Гаража» на территории Парка Горького. Вы узнаете все секреты нового здания Музея — памятника советского модернизма, обретшего новую жизнь с легкой руки всемирно известного архитектора Рема Колхаса, а также посетите Образовательный центр Музея. Архитектурные прогулки — это еще и уникальная возможность заглянуть в офис «Гаража», который был построен в 1893 году и реконструирован самим Алексеем Щусевым двадцать лет спустя. А после прогулки участники смогут увидеть выставки знаменитого российского концептуалиста Виктора Пивоварова «След улитки», американской фотохудожницы Тарин Саймон «Исследование в действии / сценография власти», бразильского фотографа Мауро Рестиффа «Постсоветская Россия. 1995/2015» и инсталляцию нью-йоркского художника Рашида Джонсона «В нашем дворе». ПРОДОЛЖИТЕЛЬНОСТЬ: ОТ 90 МИНУТ КОЛИЧЕСТВО УЧАСТНИКОВ: ОТ 5 ДО 25 ЧЕЛОВЕК СТОИМОСТЬ: 500 РУБЛЕЙ С ЧЕЛОВЕКА * АКЦИЯ ДЕЙСТВИТЕЛЬНА ДЛЯ УЧАСТНИКОВ АРХИТЕКТУРНЫХ ПРОГУЛОК В СЛЕДУЮЩИЕ ДНИ: СРЕДА, ПЯТНИЦА: 19:00–20:00 ВОСКРЕСЕНЬЕ: 15:00–16:00"
Расти с Музеем «Гараж»: открыта запись на новый сезон образовательных курсов для взрослых и детей!,2016,https://garagemca.org/news/2016-04-18-grow-with-garage-registration-is-now-open-for-garage-s-educational-programs,"Музей «Гараж» рад объявить о наборе на новый сезон образовательных курсов для взрослых, детей и их родителей. Курсы Музея «Гараж» — это возможность развития своих идей в компании архитекторов, литературных критиков, искусствоведов, фотографов и других профессионалов, поддерживающих учащихся на всех этапах самовыражения. Образовательные программы Музея разделены на взрослые, семейные и детские группы, включают в себя теоретические и практические занятия и не требуют специальной подготовки. Участников всех возрастов ждут самые востребованные программы Музея по основам живописи, радиожурналистике, фотографии, писательскому мастерству, архитектуре и современному искусству. Рисуйте, пишите, снимайте, макетируйте… Создавайте! ДАТЫ ПРОВЕДЕНИЯ КУРСОВ: СЕНТЯБРЬ — ДЕКАБРЬ 2016. СКИДКА 10% НА ОБРАЗОВАТЕЛЬНЫЕ ПРОГРАММЫ ДЛЯ ВЛАДЕЛЬЦЕВ КАРТ GARAGE."
Музей современного искусства «Гараж» стал частью программы «Карта волонтера»,2016,https://garagemca.org/news/2016-05-06-garage-becoming-part-of-volunteer-card-program-d944b313-672a-4e75-a64b-f6963907d383,"Музей современного искусства «Гараж» рад сообщить, что в рамках программы волонтеры «Гаража» получат право бесплатного входа на выставки ведущих музеев Москвы. Инициатива создания программы «Карта волонтера» была предложена Политехническим музеем ведущим культурным институциям города, включая Музей современного искусства «Гараж», Государственную Третьяковскую галерею, Музейное объединение «Музей Москвы», Государственный музей истории ГУЛАГа, Мультимедиа Арт Музей, Московский музей современного искусства и Государственный Дарвиновский музей. Программа «Карта волонтера» создана специально для стажеров и волонтеров музеев и дает им право свободного входа на выставки музеев-партнеров. Каждая карта является именной и действует в течение 6 месяцев. Каждый день в московских музеях работают до 700 волонтеров, которые помогают сотрудникам в организации выставок, мероприятий и исследованиях. Многие из них после прохождения стажировки становятся частью музейного сообщества."
Как открыть детям мир современного искусства,2016,https://garagemca.org/news/2016-05-25-kids-interview,"Команда «Гаража» поговорила с Анной Вербой, мамой Софьи и Лены, уже не один год совмещающих занятия в школе с естественно-научным уклоном и курсы по архитектуре, живописи и радиожурналистике в «Гараже». — Когда вы впервые попали в Музей «Гараж»? Впервые мы попали в Музей «Гараж» сразу после реконструкции Парка Горького — нам было любопытно. Мы гуляли всей семьей и увидели красивое здание временного павильона Музея. Когда мы вошли, то сразу обратили внимание на большое количество разных активностей для детей и взрослых: курсы, лекции, какие-то постоянные акции. Первым заинтересовался наш папа. Он у нас очень любит искусство, гуляя с ним, чувствуешь себя как на экскурсии с профессиональным гидом. — Вы сразу решили пойти на образовательные курсы? Мы давно хотели открыть детям мир искусства, чтобы им было так же интересно, как и нам, поэтому решение надолго не откладывали. Раньше даже в знаменитых мировых музеях, например в Лувре, детям было скучновато. А теперь я понимаю, что идти на курсы по современному искусству нужно уже нам — родителям. Мы много путешествуем всей семьей и в последний раз были в Нью-Йорке. Предварительно я составила маршрут поездки, включающий Центральный парк, Рокфеллер-центр, какие-то торговые центры… Но когда дети увидели вывеску с рекламой Музея Гуггенхайма, то тут же закричали: «Мама, нам срочно надо туда попасть!» Они говорят: «А вдруг там Моне, а вдруг Сезанн?» И вот я понимаю, какие они у меня продвинутые! Девчонкам 9 и 11 лет, и я не понимаю, как преподаватели вкладывают им в голову эти сложные названия направлений, а особенно имена современных художников, которых просто очень много. Мне как родителю очень приятно, что это все очень естественно происходит, от души. Последние занятия курсов были посвящены стрит-арту, что вызывало у детей абсолютный и неприкрытый восторг. Дети уже были на курсах по архитектуре, современному искусству, радиожурналистике. В новом сезоне мы хотим попробовать ходить на семейные курсы, чтобы говорить с детьми на одном языке. — А как дети все успевают? Сильно устают? Я считаю, что в этом возрасте им надо давать по максимуму знаний, чтобы они точно знали, чего хотят добиться в жизни, где побывать и так далее. Я, например, не знала, кем я буду, но их ситуация совсем другая. Они загружены с утра до ночи: в 7 утра встаем и уходим, возвращаемся уже после 7 вечера. Сначала они переживали, что детские курсы в Музее «Гараж» проходят по выходным. Я боялась, что они будут уставать, ныть, но обе в восторге! Для меня показатель, когда ребенок сам бежит на занятия, это самое ценное. В школу они не бегут, а в «Гараж» бегут и строят планы уже на следующий год — читают и смотрят разные материалы по искусству и архитектуре. С другой стороны, они поначалу стали реже видеться с друзьями — только на праздниках. Поэтому мы стали приглашать и другие семьи ходить вместе с нами. Я думала, что только на моих девочек Музей произвел такой эффект. Оказалось, что нет: даже дети, до этого не проявлявшие интереса к культуре, были в восторге. После занятий разговоры в машине только о том, что они сегодня узнали! Если раньше именно за таким уровнем образования детей отправляли учиться в Лондон, то теперь приятно знать, что это доступно в Москве — суперпрофессиональные педагоги и хорошо структурированный материал. Я просто скажу, что на первые курсы мы пришли, когда старшей было 7 лет. — Помогают ли знания, полученные на образовательных курсах в Музее, в школе? Прежде всего, хочу сказать, что в школе нагружают достаточно, но как само школьное образование, так и рынок дополнительного образования перенасыщены не самыми качественными предложениями. Поэтому мы рады, что у нас есть «Гараж»! После ваших курсов девочки сильно подтянулись и в школе. Они стали более раскрепощенными, перестали бояться высказывать свое мнение. Мы ходим в школу с естественно-научным уклоном, но курсы по современному искусству и архитектуре только помогают. Если дать детям всего по чуть-чуть, то у них уже будет фундамент, на который потом лягут другие полученные ими навыки. Особенно им помогла радиожурналистика — таких курсов вообще нигде нет. Чувствую, что потом нас ждет Молодежная команда «Гаража». Эти курсы также повлияли и на взаимоотношения в семье: папа доволен, счастлив. Он из командировок присылает детям фотографии разных произведений и просит их определить либо автора, либо направление. Они сразу отвечают или спешат искать информацию и дать ответ. Я понимаю: зачет пройден! Жаль, что такого не было в мое время. Я бы хотела вернуться в детство, чтобы иметь возможность ходить с моими девчонками на курсы в Музей «Гараж»."
Проект Музея «Гараж» «Открытые системы» можно будет увидеть в Краснодарском центре современного искусства «Типография»,2016,https://garagemca.org/news/2016-05-31-garage-museum-of-contemporary-art-s-project-open-systems-self-organized-art-initiatives-in-russia-2000-2015-begins-on-june-16-at-the-typography-center-for-contemporary-art-in-krasnodar,"Продолжая работу в регионах, Музей «Гараж» осваивает новые площадки и знакомит публику по всей России с современным искусством. Краснодарский центр современного искусства «Типография» продолжит проект Музея «Гараж» «Открытые системы», посвященный опыту художественной самоорганизации. Начиная с 2000 года инициативы художественной самоорганизации, направленные на создание независимых некоммерческих пространств и событий, получают все более широкое распространение. Возникающие по воле художников, управляемые протагонистами уличные фестивали и квартирные показы, выставки в заводских цехах и подземных переходах отражают очевидное стремление молодых художников к автономии, к независимой от государственных или частных институций деятельности. Целью проекта «Открытые системы» является выявление различных типов художественной самоорганизации, их стилистических особенностей и региональной специфики. В центре проекта — прямая речь художников, осваивающих новые формы социальной коммуникации внутри «большого» мира искусства и свободной кооперации, противостоящей институциональному и коммерческому диктату. КЦСИ «Типография» наряду с Уральским филиалом государственного центра современного искусства продолжает начатое в Музее «Гараж» исследование. В рамках нынешней выставки особое внимание уделено южному региону России, что позволит сфокусироваться на местной специфике и выявить ее особенности. В проект включены инициативы из Владикавказа, Краснодара, Ростова-на-Дону, Сочи и Таганрога. Живой опыт 60 участников проекта «Открытые системы» показывает одновременно уникальность и универсальность каждой истории. Вместе они позволяют сформулировать сумму вопросов, которые ставят под сомнение и тем самым постоянно преобразуют устройство знакомого нам искусства."
Воскресенье в «Гараже»,2016,https://garagemca.org/news/2016-06-14-sunday-at-garage,"Специальная акция для посетителей Музея современного искусства «Гараж»! Каждое третье воскресенье месяца вы сможете получить скидку на входные билеты! Музей современного искусства «Гараж» рад сообщить, что 19 июня, 17 июля и 21 августа 2016 года посетители смогут приобрести два входных билета по цене одного. Акция распространяется на все категории билетов. В период действия акции в Музее будут работать проекты летнего выставочного сезона. Проведите выходные в Музее лета!*"
Стань участником проекта YES и получи скидку 25% на входной билет,2016,https://garagemca.org/news/2016-06-24-take-part-in-yes-and-get-25-off-entry-to-garage,"Участники проекта Урса Фишера YES, проходящего в рамках выставки художника «Маленький топор», могут посетить выставки летнего выставочного сезона Музея «Гараж» по специальной цене! Музей современного искусства «Гараж» рад сообщить, что участники проекта Урса Фишера YES могут посетить выставки Музея «Гараж» со скидкой 25%*! Скидка предоставляется при предъявлении наклейки, которую можно получить в зоне работы проекта. Для посетителей Музея открыты проекты летнего выставочного сезона: выставка Урса Фишера «Маленький топор», экспозиция «Гараж»: раз/архивирование», инсталляция Рашида Джонсона «В нашем дворе», а 7 июля к ним добавится выставка «Единомышленники». *АКЦИЯ РАСПРОСТРАНЯЕТСЯ НА ВСЕ КАТЕГОРИИ БИЛЕТОВ."
В Музее современного искусства «Гараж» открывается «АРТ-СЕЗОН ИНГОССТРАХА»,2016,https://garagemca.org/news/2016-06-24-garage-museum-of-contemporary-art-launches-the-ingosstrakh-art-season,"«Ингосстрах» и Музей современного искусства «Гараж» запускают совместный проект «АРТ-СЕЗОН ИНГОССТРАХА», который продлится до конца лета и рассчитан на самых активных посетителей Музея. Гостей ждут выставки, экскурсии, лекции, детские открытые мастерские выходного дня, кинопоказы и конкурсы. «Мы рады выступить партнером Музея «Гараж» и провести это лето вместе с любителями современного искусства. В рамках арт-сезона помимо выставок запланировано много интересных событий, которые подарят взрослым и детям позитивные эмоции, дадут возможность расширить кругозор и прекрасно отдохнуть в выходные всей семьей, наслаждаясь искусством», — отметил генеральный директор «Ингосстрах» Михаил Волков. В течение лета «Ингосстрах» дарит каждому двухсотому посетителю Музея билет на посещение всех выставок «Гаража» в период с июня по август, а также предоставляет возможность бесплатно посетить специальную экскурсию по экспозиции Музея «Гараж» каждую среду в 20:00. В выходные дни с 25 июня по 31 июля этого года юные любители современного искусства смогут посетить Открытые мастерские, посвященные Архиву Музея «Гараж» — крупнейшему в мире собранию по истории российского современного искусства. По субботам участники Открытых мастерских узнают все тайны организации архивов, а во время увлекательного путешествия по зданию «Гаража» заглянут в его самые секретные уголки и смогут собрать свой личный архив. Участники воскресных мастерских получат уникальную возможность поработать с архивными документами и узнают об истории и роли страхования в музейном деле. Мы приглашаем в Открытые мастерские по субботам и воскресеньям в 12:00, вход для детей и родителей свободный. Кроме того, 8 июля «Ингосстрах» и Музей «Гараж» предлагают вместе отметить День семьи. Каждые два часа посетителей будут ждать бесплатные экскурсии от «Ингосстраха» и специальные подарки. Для детей в этот день будет организована серия мастер-классов и увлекательный квест по зданию Музея. Любители кино смогут насладиться специальным кинопоказом под открытым небом на крыше Музея «Гараж»: увидеть документальный фильм Don’t Blink о популярном американском фотохудожнике Роберте Франке можно 11 августа в рамках летней программы кинопоказов Garage Screen. Билеты на сеанс будут разыгрываться за неделю до мероприятия. В завершении летнего сезона «Ингосстрах» разыграет среди всех посетителей Музея карты GARAGE, которые предоставляют право на бесплатный вход на выставки, скидки, приоритетное бронирование мест на мероприятия и другие привилегии в течение года. Напомним, что «Ингосстрах» и Музей современного искусства «Гараж» объявили о начале стратегического партнерства в 2015 году. В рамках сотрудничества компания «Ингосстрах» осуществляет страхование музейных предметов, экспонируемых на выставках, а также реализует широкий спектр специальных программ для посетителей «Гаража»."
Сбор вещей для создания инсталляции Инь Сючжэнь «Медленное действие»,2016,https://garagemca.org/news/2016-07-19-open-call-to-take-part-in-the-making-of-artist-yin-xiuzhen-s-installation,"Музей современного искусства «Гараж» приглашает всех желающих принять участие в сборе вещей для создания инсталляции знаменитой китайской художницы Инь Сючжэнь «Медленное действие», которую можно будет увидеть в Атриуме Музея с 30 сентября 2016 года. С 20 июля по 14 августа, придя в Музей, можно будет передать волонтерам свою любимую, надоевшую или вышедшую из моды одежду красного, оранжевого, желтого и белого цветов, чтобы она стала частью произведения искусства. Помимо этого, участники акции получат приятные скидки и подарки от «Гаража» — второй бесплатный входной билет на выставки или скидку 10% в книжном магазине. Инсталляция китайской художницы Инь Сючжэнь «Медленное действие» станет третьим проектом в рамках программы Garage Atrium Commissions. Двенадцатиметровая архитектурная конструкция, внутри которой могут перемещаться зрители, будет изготовлена в форме лекарственной пилюли. Из более чем ста килограммов одежды, которую пожертвуют посетители Музея, будет сшита оболочка капсулы. Это произведение Инь Сючжэнь станет крупнейшим в серии архитектурных форм, когда-либо созданных ею. Инь зарекомендовала себя как одна из ведущих китайских художниц со времени старта своей карьеры в начале 1990-х годов. Она часто использует бывшие в употреблении вещи, чтобы создавать работы, исследующие последствия глобализации и быстрого развития городов. Инь особенно интересует то, как глобальный экономический прогресс влияет на жизнь людей и отражается в нашей коллективной памяти. Одежда является важным строительным материалом для художницы. Это связано с воспоминаниями о ее матери, работавшей на швейной фабрике в Китае, и с принадлежностью к поколению, для которого одежда являлась чем-то ценным. Инь начала использовать одежду в своих работах в 1995 году, создав серию инсталляций, обращающихся к темам взаимосвязи памяти, современной жизни и индивидуального опыта. Обратите внимание, что мы принимаем только чистую одежду красного, оранжевого, желтого и белого цветов, изготовленную из любого материала, кроме кожи."
Специальная акция Музея современного искусства «Гараж» и сервиса личных водителей Wheely по сбору вещей для инсталляции Инь Сючжэнь «Медленное действие»,2016,https://garagemca.org/news/2016-07-29-garage-museum-of-contemporary-art-and-wheely-launch-a-special-offer-for-people-wishing-to-donate-clothes-for-yin-xiuzhen-s-installation-slow-release,"Каждый желающий сможет принять участие в создании произведения искусства китайской художницы и получить приятные подарки от Музея «Гараж» и Вили 30 июля. Этой осенью, с 30 сентября, в Музее «Гараж» можно будет увидеть инсталляцию «Медленное действие» знаменитой китайской художницы Инь Сючжэнь. Двенадцатиметровая архитектурная конструкция, внутри которой смогут перемещаться зрители, будет выполнена в форме лекарственной пилюли. У всех желающих есть возможность принять участие в создании работы. Для этого необходимо передать в Музей ненужную чистую одежду белого, желтого, оранжевого или красного цвета без логотипов и принтов. Обувь, кожа и аксессуары не подойдут. Вили поможет вам с комфортом поучаствовать в создании произведения современного искусства в субботу, 30 июля, с 11:00 до 20:30. Воспользовавшись приложением Вили, посетители смогут выбрать опцию «Сюрприз». Водитель доставит вас к Музею «Гараж» и вручит два билета на проекты летнего выставочного сезона. Вы можете также просто передать водителю вещи и получить два приглашения. Ими можно будет воспользоваться до конца лета. Стоимость услуги — 500 рублей. В нее входит поездка 30 июля в Музей «Гараж» и два приглашения на текущую экспозицию. «Сюрприз» нельзя оплатить с бонусного счета или сделать предзаказ. Количество машин, участвующих в акции, ограниченно. Если опция недоступна в приложении, значит, в данный момент все водители заняты. Приложение Вили доступно по ссылке: www.wheely.com/download"
Новый набор Молодежной команды Музея «Гараж»,2016,https://garagemca.org/news/2016-08-17-garage-teens-team-open-call,"Музей «Гараж» объявляет о новом наборе в Молодежную команду — образовательный проект для молодых людей в возрасте от 15 до 18 лет. Если тебя привлекает творчество, или ты всегда интересовался искусством и стремишься узнать, как функционирует музей, или, возможно, ты ничего не смыслишь в современном искусстве, но мечтаешь понять его — тебе к нам. Музей «Гараж» собирает новую команду подростков, которая не только станет частью Музея, но и воплотит в жизнь собственные проекты, узнает секреты музейного дела и будет заниматься с ведущими педагогами и современными художниками. Обучение в Молодежной команде «Гаража» бесплатное, занятия начнутся в середине октября 2016 года. Молодежная команда «Гаража» начала свою работу в 2013 году: 23 подростка приступили к освоению художественного пространства современной Москвы, изучению истории, теории и практики современного искусства, а также изнанки музейной жизни. В течение первого года команда приняла участие в целом ряде проектов Музея, включая «Арт-эксперимент 2014», в рамках которого подростки создали архитектурную инсталляцию. А в мае 2014 года ребята показали свой первый самостоятельный исследовательский проект под названием «Арт-карта Москвы: свой масштаб» — пять визуальных и текстовых образов художников, принадлежащих к самым разным поколениям и направлениям современного искусства: Юрия Альберта, Андрея Кузькина, Леонида Тишкова, Бориса Орлова и Виктора Пивоварова. Среди проектов Молодежной команды был цикл дискуссий в рамках кинопрограммы ART21, проект Teens Talk — серия бесед с посетителями выставки «Перформанс в России: картография истории», выставка «1960-е: точки касания», рассказывающая о 1960-х сквозь призму семейных архивов членов команды, и серия из шести разноформатных публичных событий «Шаги», посвященных самым волнующим молодых людей вопросам о современном искусстве."
Музей современного искусства «Гараж» представит свой архив на международной ярмарке современного искусства VIENNA­CONTEMPORARY,2016,https://garagemca.org/news/2016-09-13-garage-museum-of-contemporary-art-presents-a-project-based-on-garage-archive-collection-at-viennacontemporary,"С 22 по 25 сентября посетители ежегодной ярмарки в Вене смогут увидеть материалы крупнейшего в мире собрания по истории российского современного искусства и узнать об издательской программе Музея «Гараж». Музей «Гараж» представит проект, посвященный Архиву Музея — крупнейшему в мире собранию по истории российского современного искусства с середины прошлого века по сегодняшний день. На данный момент на основе материалов собрания Музеем «Гараж» было выпущено пять книг, освещающих те или иные аспекты истории и явления российского и советского искусства. Именно книги и их сюжеты легли в основу экспозиции, предлагающей зрителям ознакомиться с видеодокументацией выставок, перформансов, акций, поэтических чтений и других событий. В этом году на ярмарке будут представлены 112 культурных институций из 28 стран мира и более 500 художников. Главной целью события является презентация всех граней современного искусства широкому зрителю, что дает возможность увидеть работы не только известных художников со всего мира, но и начинающих, подающих надежды представителей искусства. Представленный «Гаражом» на VIENNACONTEMPORARY видеоряд позволит ощутить атмосферу последних десятилетий ХХ века и сформировать их образ, а также составить представление о ряде феноменов российской художественной сцены, уже ставших историей. Экспозиция построена вокруг следующих изданий: «Перформанс в России. 1910–2010. Картография истории» (2014); «Постскриптум после R.I.P. Видеодокументация выставок современных московских художников 1989–2014. Камера, инсталляция, архив. Вадим Захаров» (2015–2016); альбом Георгия Кизевальтера «Инсайдер» (2016); «Открытие России. Новое интернациональное десятилетие: 1986–1996» (2015–2016); «Access Moscow: The Art Life of a City Revealed» (2016). Проект осуществляется в рамках сотрудничества Музея и Aksenov Family Foundation. Ярмарка проводится с 2005 года и ранее была известна как VIENNAFAIR The New Contemporary, но в 2015 году организаторы мероприятия изменили название на VIENNACONTEMPORARY. За сравнительно недолгую историю проведения ярмарка стала крупнейшим событием арт-мира в Юго-Восточной Европе."
